,Precio,Metros Cuadrados,Habitaciones,Baños,Parqueadero,Estrato,Localidad,Barrio,Contacto,Robo_Personas,Homicidios
1631,221283000,38,1.0,1,,4, Suba,Prado Veraniego Norte - Urbanización Vivaral,0,7567,43
1632,506316000,93,3.0,2,,3, Engativá,Urbanización Acapulco,0,8151,32
1633,550000000,100,3.0,2,,5, Suba,Pasadena,0,7567,43
1634,410000000,89,3.0,3,,4, Suba,La Alhambra Sector Norte,0,7567,43
1635,231000000,50,3.0,2,,3, Engativá,Los Pinos Florencia,0,8151,32
1636,429000000,214,8.0,5,,3, Fontibón,Los Bohíos De Hunza III Sector,0,4739,21
1637,232000000,50,2.0,1,Si,3, Engativá,Aguas Claras,0,8151,32
1638,240000000,54,2.0,2,Si,3, Engativá,Aguas Claras,3222387855,8151,32
1639,310000000,74,3.0,2,Si,3, Engativá,Aguas Claras,0,8151,32
1640,539000000,94,3.0,3,Si,4, Engativá,Normandía Occidental,0,8151,32
1641,211000000,37,1.0,1,,3, Engativá,El Minuto De Dios - La Catalina,0,8151,32
1642,476110600,79,3.0,3,,4, Suba,Prado Veraniego Norte,0,7567,43
1643,490000000,83,3.0,2,,4, Barrios Unidos,Urbanización Mendiguaca,0,2975,10
1644,1200000000,300,4.0,5,,4, Teusaquillo,El Salitre,0,3506,9
1645,375000000,94,3.0,2,,5, Suba,Cerros De Niza,0,7567,43
1646,341040000,84,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1647,1500000000,370,7.0,5,,4, Barrios Unidos,La Castellana,0,2975,10
1648,380000000,100,6.0,5,Si,2, Engativá,Villa Claver I Y II,0,8151,32
1649,2400000000,950,1.0,0,,4, Fontibón,Guadual Fontibón,0,4739,21
1650,650000000,107,3.0,2,,6, Engativá,Bellavista - El Salitre,0,8151,32
1651,390000000,236,4.0,2,No,3, Engativá,Urbanización Maratu,3016855878,8151,32
1652,250000000,66,3.0,2,,3, Engativá,El Dorado Industrial,0,8151,32
1653,1101000000,152,3.0,4,,5, Suba,El Estoril,3004296595,7567,43
1654,520000000,192,3.0,2,,3, Engativá,Española III Sector,0,8151,32
1655,490000000,230,8.0,6,No,2, Engativá,Linterama,0,8151,32
1656,800000000,180,5.0,4,,4, Engativá,Normandía,0,8151,32
1657,350000000,131,5.0,3,Si,2, Engativá,Villa Gladys IV Sector,3209108439,8151,32
1658,300000000,65,3.0,2,,4, Fontibón,El Proveedor,0,4739,21
1659,320000000,62,1.0,1,,5, Suba,Pasadena - Conjunto El Rincón De La 100,0,7567,43
1660,700000000,291,4.0,2,,3, Barrios Unidos,Urbanización Mendiguaca,0,2975,10
1661,2500000000,650,10.0,10,Si,3, Engativá,La Isabela I Etapa,0,8151,32
1662,220000000,59,3.0,2,Si,3, Engativá,La Florida,3218902938,8151,32
1663,316511401,59,3.0,2,,3, Kennedy,El Tintal - Santa Helena,0,8439,136
1664,185000000,65,3.0,2,Si,3, Fontibón,La Perla,0,4739,21
1665,1000000000,315,4.0,1,No,4, Fontibón,Predio Cundinamarca,0,4739,21
1666,1170000000,360,4.0,3,,5, Fontibón,Modelia Occidental,0,4739,21
1667,145000000,49,3.0,1,Si,2, Fontibón,El Charco I,0,4739,21
1668,284707500,70,3.0,2,,4, Engativá,Gran Granada,3165279629,8151,32
1669,1480000000,466,10.0,10,,3, Engativá,Villa Amalia,0,8151,32
1670,437200000,84,3.0,2,,4, Fontibón,Corpacero,3007599298,4739,21
1671,350000000,69,3.0,2,,3, Fontibón,Portal De Los Hayuelos,0,4739,21
1672,240000000,62,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1673,360717584,71,3.0,2,,3, Kennedy,El Tintal - Santa Helena,0,8439,136
1674,286737500,70,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1675,530000000,192,4.0,2,,3, Kennedy,Villa Alsacia,0,8439,136
1676,320000000,77,3.0,3,,4, Kennedy,El Condado De La Paz,0,8439,136
1677,335000000,84,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1678,514083000,94,3.0,2,,3, Engativá,Urbanización Acapulco,3007599298,8151,32
1679,287752500,70,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1680,270000000,96,3.0,2,,3, Engativá,Villa Amalia,0,8151,32
1681,457321664,73,3.0,2,,3, Kennedy,Nuestra Señora De La Paz,3007599298,8439,136
1682,423170000,64,2.0,2,,4, Fontibón,Urbanización Industrial Montevideo,0,4739,21
1683,699000000,234,2.0,2,Si,3, Engativá,Villaluz,3133055536,8151,32
1684,142000000,48,2.0,1,Si,2, Fontibón,El Charco Rural,0,4739,21
1685,350000000,102,2.0,2,Si,3, Engativá,El Laurel - La Europa,3107574343,8151,32
1686,250000000,62,3.0,2,Si,3, Engativá,Los Alamos - Urbanización Torrecampo,3016255573,8151,32
1687,870000000,487,,10,,3, Fontibón,El Pedregal,3175128832,4739,21
1688,325000000,62,3.0,2,Si,4, Engativá,Bosques De Normandía,0,8151,32
1689,130000000,48,2.0,1,No,2, Engativá,Villa Gladys - Urbanización Parque Industrial Bonaire,0,8151,32
1690,260000000,68,3.0,2,Si,3, Engativá,Torres Del Diamante,3213933972,8151,32
1691,117000000,49,3.0,1,,2, Kennedy,Patio Bonito I Sector,3112236978,8439,136
1692,451558700,74,3.0,2,,3, Kennedy,Lusitania,0,8439,136
1693,130000000,49,2.0,1,Si,2, Engativá,El Real,0,8151,32
1694,1200000000,300,5.0,4,Si,4, Engativá,Normandía,0,8151,32
1695,289782500,70,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1696,252735000,39,1.0,1,,3, Kennedy,Nuestra Señora De La Paz,0,8439,136
1697,180000000,67,3.0,2,Si,2, Fontibón,El Charco I,0,4739,21
1698,350000000,73,3.0,2,Si,4, Engativá,El Gaco - El Porvenir,0,8151,32
1699,160000000,46,3.0,2,,3, Kennedy,Américas Occidental II,0,8439,136
1700,415000000,90,3.0,3,,4, Engativá,El Gaco - El Porvenir,0,8151,32
1701,520000000,93,3.0,2,,4, Engativá,Normandía,0,8151,32
1702,280000000,80,3.0,2,,3, Engativá,Bosque Popular,0,8151,32
1703,340000000,25,1.0,2,No,3, Fontibón,Urbanización La Cofradía,3182019252,4739,21
1704,250000000,19000,1.0,1,,2, Engativá,La Riviera,0,8151,32
1705,165000000,50,3.0,2,,3, Engativá,Gran Granada,0,8151,32
1706,140000000,34,2.0,1,No,2, Fontibón,El Charco I,0,4739,21
1707,350000000,80,3.0,2,No,4, Engativá,Normandía,0,8151,32
1708,150000000,53,3.0,1,No,3, Fontibón,San Pablo Jericó,0,4739,21
1709,480000000,324,8.0,3,,3, Engativá,Los Angeles 2,3165279629,8151,32
1710,345100000,84,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1711,140000000,40,2.0,1,,3, Kennedy,Américas Occidental II,3204665203,8439,136
1712,220000000,54,3.0,2,,3, Fontibón,El Tintal Central,3138168705,4739,21
1713,376696600,59,3.0,2,,3, Kennedy,Lusitania,0,8439,136
1714,342055000,84,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1715,286737500,70,3.0,2,,4, Engativá,Gran Granada,3165279629,8151,32
1716,1480000000,200,4.0,4,,5, Engativá,Dorado Norte,0,8151,32
1717,660000000,220,3.0,3,,4, Kennedy,Lusitania,0,8439,136
1718,288767500,70,3.0,2,,4, Engativá,Gran Granada,3165279629,8151,32
1719,285722500,70,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1720,343070000,84,3.0,2,,4, Engativá,Gran Granada,3165279629,8151,32
1721,284707500,70,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1722,342055000,84,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1723,405000000,57,3.0,2,,4, Fontibón,Ciudad Salitre  Etapa 3,313230450,4739,21
1724,1000101528,118,3.0,3,,5, Fontibón,La Esperanza Norte,0,4739,21
1725,344085000,84,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1726,370000000,85,2.0,2,,3, Engativá,Normandía,3165279629,8151,32
1727,287752500,70,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1728,288767500,70,3.0,2,,4, Engativá,Gran Granada,3165279629,8151,32
1729,270000000,110,3.0,2,,3, Engativá,Rincón De San Ignacio,0,8151,32
1730,250000000,64,3.0,1,Si,3, Engativá,El Encanto - Portales De Confenalco,0,8151,32
1731,250000000,113,4.0,4,No,3, Engativá,Villas De Granada,3147692873,8151,32
1732,175000000,56,2.0,1,No,3, Kennedy,Villa Mariana,0,8439,136
1733,35000000,96,,0,,3, Fontibón,Camavieja,3202574670,4739,21
1734,290000000,70,3.0,2,,4, Engativá,Gran Granada,0,8151,32
1735,310000000,74,3.0,2,,3, Kennedy,Los Pinos De Marsella,0,8439,136
1736,265000000,64,3.0,2,Si,3, Engativá,Bosques De Normandía,0,8151,32
1737,730000000,241,5.0,5,,3, Kennedy,Marsella Aloha Sector Norte,0,8439,136
1738,343000000,67,3.0,2,,3, Fontibón,Terminal De Transportes,3197085944,4739,21
1739,480000000,84,3.0,2,,4, Fontibón,El Tintal A.s.d.,0,4739,21
1740,450000000,230,6.0,4,,3, Fontibón,Palestina,0,4739,21
1741,820000000,187,6.0,4,,4, Kennedy,El Portal De Las Américas,0,8439,136
1742,690000000,184,5.0,3,,4, Engativá,La Cabaña,0,8151,32
1743,550000000,315,4.0,2,,3, Engativá,Alamos Norte Sector Nor-oriental,3153580039,8151,32
1744,420000000,84,9.0,5,Si,3, Engativá,Villa El Dorado Norte,0,8151,32
1745,270000000,250,7.0,4,Si,3, Engativá,Boyacá,0,8151,32
1746,300000000,72,3.0,2,Si,4, Fontibón,El Tintal A.s.d.,0,4739,21
1747,380000000,119,3.0,3,Si,3, Engativá,Veracruz,0,8151,32
1748,15000000,60,3.0,2,No,2, Kennedy,Castilla,0,8439,136
1749,230000000,58,3.0,2,,3, Kennedy,Rincón De Castilla,0,8439,136
1750,180000000,46,2.0,1,Si,3, Engativá,Urbanización Pinar De Los Alamos,0,8151,32
1751,810000000,504,10.0,6,No,3, Fontibón,Versalles Fontibón,0,4739,21
1752,185000000,45,4.0,1,No,2, Kennedy,El Tintal - Santa Helena,0,8439,136
1753,110000000,42,2.0,1,Si,2, Kennedy,El Tintal II,0,8439,136
1754,170000000,56,3.0,2,No,3, Engativá,Santa Rosita,0,8151,32
1755,325000000,216,5.0,2,No,3, Engativá,Garcés Navas,0,8151,32
1756,650000000,144,4.0,4,Si,5, Fontibón,Camavieja,0,4739,21
1757,315000000,82,3.0,2,Si,3, Engativá,París Francia,0,8151,32
1758,185000000,52,3.0,2,No,3, Engativá,La Clarita,0,8151,32
1759,1180000000,420,6.0,4,Si,2, Fontibón,Selva Dorada,0,4739,21
1760,192000000,72,5.0,2,No,3, Engativá,Villa Del Mar - Urbanización Tierragrata,0,8151,32
1761,125000000,54,3.0,1,No,2, Kennedy,Las Margaritas,0,8439,136
1762,320000000,62,3.0,2,,4, Fontibón,Capellanía,0,4739,21
1763,195000000,68,3.0,1,,2, Kennedy,Américas Occidental IV Etapa,0,8439,136
1764,520000000,291,10.0,6,,2, Kennedy,Pinar Del Río,0,8439,136
1765,220000000,96,7.0,4,,3, Engativá,Villa Gladys - Urbanización Industrial La Agustina,3208899956,8151,32
1766,480000000,140,4.0,2,,3, Engativá,Alamos Norte,0,8151,32
1767,1350000000,260,6.0,3,,3, Engativá,Villas De Granada,3208899956,8151,32
1768,135000000,47,3.0,1,No,2, Kennedy,Calandaima - Los Pantanos,0,8439,136
1769,520000000,90,3.0,2,Si,4, Teusaquillo,Ciudad Salitre Suroriental,0,3506,9
1770,165000000,54,3.0,2,Si,2, Kennedy,El Tintal La Pampa II,0,8439,136
1771,395000000,75,3.0,2,Si,4, Fontibón,Modelia,3003689656,4739,21
1772,400000000,115,3.0,3,Si,4, Fontibón,Modelia,3244006394,4739,21
1773,180000000,55,3.0,2,Si,2, Kennedy,Villa Mejía - El Tintal,0,8439,136
1774,205000000,62,4.0,2,Si,3, Engativá,Villa Del Mar - Urbanización Tierragrata,0,8151,32
1775,155000000,54,2.0,2,No,2, Kennedy,Tintala - Ciudadela Nueva Castilla,0,8439,136
1776,550000000,208,7.0,4,Si,3, Engativá,Alamos Norte,0,8151,32
1777,295000000,240,8.0,3,No,3, Engativá,Garcés Navas,0,8151,32
1778,135000000,43,3.0,1,,2, Kennedy,Tintala,0,8439,136
1779,250000000,180,8.0,3,Si,2, Bosa,José María Carbonell I Y II,3218276883,4422,85
1780,145000000,41,2.0,1,Si,3, Bosa,El Toche,0,4422,85
1785,130000000,47,3.0,1,No,2, Bosa,Ciudadela Roberto Pachón,0,4422,85
1786,110000000,45,3.0,1,Si,2, Bosa,San Bernardino XIX,0,4422,85
1788,360000000,3300,5.0,4,,2, Bosa,Islandia II,0,4422,85
1789,170000000,51,2.0,1,No,2, Ciudad Bolívar,Candelaria La Nueva II Sector 2 Etapa,0,3591,156
1790,99000000,42,3.0,1,Si,3, Bosa,El Toche,0,4422,85
1792,310000000,70,3.0,2,,3, Kennedy,Castilla,0,8439,136
1794,195000000,156,9.0,3,No,2, Bosa,José María Carbonell I Y II,0,4422,85
1795,25000000,72,2.0,0,No,1, Ciudad Bolívar,Santa Viviana,0,3591,156
1796,253568824,232,8.0,4,,2, Bosa,Humberto Valencia II Sector,0,4422,85
1797,205000000,68,3.0,1,No,2, Bosa,Humberto Valencia,3142925802,4422,85
1799,130000000,58,3.0,1,,2, Bosa,Casa Grande 1,0,4422,85
1800,145000000,126,8.0,3,,1, Ciudad Bolívar,Manuela Beltrán,0,3591,156
1805,160000000,90,5.0,3,Si,2, Bosa,Azucena,3102495456,4422,85
1808,630000000,220,3.0,4,,4, Ciudad Bolívar,Santa Viviana Sector Vista Hermosa,0,3591,156
1809,110000000,45,2.0,1,,2, Bosa,La Pradera El Volcán,0,4422,85
1810,110000000,48,3.0,2,No,2, Ciudad Bolívar,Bonanza Sur,3107775813,3591,156
1813,230000000,26,3.0,3,Si,1, Ciudad Bolívar,Espinos I,0,3591,156
1814,170000000,72,7.0,5,Si,2, Bosa,Urbanización Barlovento,0,4422,85
1818,350000000,77,8.0,5,Si,3, Bosa,El Progreso,3108568713,4422,85
1819,142000000,47,2.0,1,,2, Ciudad Bolívar,Bella Estancia,0,3591,156
1820,240000000,72,5.0,2,No,2, Bosa,Alameda Del Río,0,4422,85
1822,22000000,25,1.0,1,No,2, Bosa,El Remanso I,0,4422,85
1823,130000000,51,3.0,1,No,3, Bosa,San Pablo II Sector,3105681991,4422,85
1827,115000000,47,3.0,1,Si,3, Bosa,El Toche,0,4422,85
1829,112000000,66,3.0,2,,2, Bosa,El Toche,0,4422,85
1831,240000000,245,5.0,3,,2, Bosa,San Bernardino,0,4422,85
1832,250000000,210,10.0,5,No,1, Ciudad Bolívar,Peñon Del Cortijo III,0,3591,156
1835,88000000,45,3.0,1,Si,2, Bosa,La Pradera El Volcán,0,4422,85
1836,280000000,144,5.0,4,,2, Bosa,Las Margaritas Sector I Y II,3005348802,4422,85
1838,170000000,36,3.0,2,No,2, Ciudad Bolívar,La Coruña,0,3591,156
1841,420000000,378,8.0,5,,2, Kennedy,Alquería De La Fragua Urbanización Sinaloa,0,8439,136
1842,150000000,53,3.0,1,,3, Kennedy,Timiza,3204941661,8439,136
1844,25000000,6,1.0,1,No,2, Bosa,Urbanización La Esperanza,3112234062,4422,85
1845,105000000,58,3.0,2,,3, Bosa,El Toche,0,4422,85
1846,128000000,53,3.0,2,,3, Bosa,El Portal Del Sol,0,4422,85
1848,290000000,130,7.0,3,Si,2, Bosa,El Anhelo,0,4422,85
1849,150000000,60,3.0,1,No,2, Bosa,La Capilla,3118913418,4422,85
1851,135000000,45,3.0,1,No,2, Bosa,Grancolombiano II Sector,0,4422,85
1852,126500000,56,3.0,1,,2, Bosa,San Bernardino XXII,0,4422,85
1853,108000000,48,3.0,1,,1, Bosa,San Bernardino XXII,0,4422,85
1854,150000000,53,3.0,1,,2, Bosa,José María Carbonell I Y II,0,4422,85
1855,160700000,132,3.0,2,No,1, Ciudad Bolívar,Villas De Bolívar,0,3591,156
1856,140000000,72,4.0,2,No,1, Ciudad Bolívar,La Unión Divino Niño,3142994462,3591,156
1861,900000000,350,4.0,2,,3, Tunjuelito,Venecia,0,1736,21
1862,280000000,36,4.0,3,Si,2, Ciudad Bolívar,Arborizadora Baja,0,3591,156
1863,130000000,47,2.0,1,Si,3, Bosa,Urbanización San Diego,0,4422,85
1864,140000000,62,3.0,2,No,2, Bosa,Nuevo Recreo,3234914045,4422,85
1868,110000000,66,3.0,2,No,2, Bosa,El Triunfo,0,4422,85
1869,230000000,216,5.0,3,,2, Bosa,La Paz II Sector,0,4422,85
1870,85500000,40,2.0,1,,3, Bosa,El Toche,0,4422,85
1871,300000000,160,5.0,3,Si,2, Ciudad Bolívar,Arborizadora Baja,0,3591,156
1873,127000000,49,3.0,1,No,2, Kennedy,Villa Anita,0,8439,136
1874,320000000,270,6.0,4,No,2, Bosa,La Riviera,0,4422,85
1875,160000000,100,5.0,3,Si,2, Bosa,La Granjita,0,4422,85
1876,145000000,45,3.0,2,,2, Kennedy,San Marino,0,8439,136
1877,184000000,25,2.0,1,Si,3, Bosa,Alameda De Santa Mónica Etapa 5,0,4422,85
1878,11111111,84,3.0,3,Si,3, Kennedy,Ciudad Kennedy Norte,3505321623,8439,136
1879,160000000,90,4.0,2,Si,2, Bosa,Santiago De Las Atalayas,3228215495,4422,85
1880,250000000,93,3.0,2,Si,2, Ciudad Bolívar,La Estancia,0,3591,156
1881,350000000,184,5.0,4,No,2, Kennedy,El Almenar,0,8439,136
1882,102000000,45,2.0,1,No,2, Bosa,La Granjita,0,4422,85
1883,120000000,45,3.0,1,Si,2, Bosa,La Granjita,0,4422,85
1884,120000000,42,2.0,1,,2, Bosa,San Bernardino XIX,0,4422,85
1885,350000000,190,4.0,2,,3, Ciudad Bolívar,El Esquinero,0,3591,156
1886,220000000,108,3.0,2,,2, Bosa,Brasilia I Sector,0,4422,85
1887,135000000,49,3.0,1,Si,2, Bosa,El Porvenir San Luís,3158311017,4422,85
1888,135000000,60,3.0,1,No,2, Bosa,Villa Nora,0,4422,85
1889,95000000,38,2.0,1,No,2, Kennedy,Santa Luisa Timiza,0,8439,136
1890,100000000,42,3.0,1,Si,2, Bosa,Condominios Del Recreo,0,4422,85
1891,160000000,72,3.0,1,No,2, Kennedy,El Carmelo,0,8439,136
1892,260000000,216,6.0,4,No,2, Ciudad Bolívar,El Rosal,0,3591,156
1893,82000000,41,3.0,1,Si,3, Bosa,Nueva Granada,0,4422,85
1894,180000000,55,9.0,6,No,2, Bosa,Villa Nora,0,4422,85
1895,70000000,25,,1,Si,2, Bosa,Ciudadela Roberto Pachón,0,4422,85
1896,130000000,54,3.0,1,No,2, Bosa,Osorio Diez,0,4422,85
1897,120000000,32,4.0,2,Si,2, Bosa,San José C,0,4422,85
1898,167000000,59,3.0,2,Si,3, Ciudad Bolívar,Urbanización El Arroyuelo,0,3591,156
1899,290000000,62,3.0,2,Si,3, Kennedy,Techo,3104306790,8439,136
1900,170000000,108,4.0,2,Si,2, Bosa,La Magnolia II,0,4422,85
1901,450000000,200,5.0,3,Si,3, Ciudad Bolívar,Madelena,0,3591,156
1903,135000000,50,3.0,1,Si,2, Bosa,San Bernardino XXII,0,4422,85
1906,148000000,72,3.0,2,No,2, Bosa,El Jardín,0,4422,85
1907,149000000,52,3.0,2,No,2, Bosa,San Fernando Nuestra Señora De La Paz,0,4422,85
1908,220000000,54,3.0,2,Si,3, Ciudad Bolívar,El Ensueño,0,3591,156
1909,185000000,55,3.0,1,Si,3, Kennedy,Villa Galante,0,8439,136
1910,157000000,51,3.0,2,Si,3, Kennedy,María Paz,0,8439,136
1911,95000000,45,2.0,1,,2, Bosa,El Corzo,0,4422,85
1912,110000000,58,3.0,2,,2, Bosa,El Toche,0,4422,85
1913,380000000,216,2.0,4,,2, Kennedy,El Triunfo De Las Américas,0,8439,136
1914,215000000,144,4.0,3,,2, Bosa,Piamonte II Sector,3043948674,4422,85
1915,365000000,360,10.0,7,No,2, Kennedy,Lucerna,3202140004,8439,136
1916,73000000,80,3.0,2,No,1, Ciudad Bolívar,Sierra Morena III,3188261870,3591,156
1917,170000000,42,2.0,1,No,3, Kennedy,Urbanización Los Cristales - Urbanización La Rebeca,0,8439,136
1918,268000000,64,3.0,2,Si,3, Ciudad Bolívar,Atlanta,3003108413,3591,156
1920,150000000,120,5.0,2,Si,1, Bosa,La Esperanza I Y II,0,4422,85
1921,175000000,82,4.0,2,Si,2, Kennedy,Riberas De Occidente Segundo Sector,0,8439,136
1922,135000000,25,2.0,1,No,1, Bosa,Urbanización La Sultana Del Sur,3124411236,4422,85
1923,250000000,100,5.0,2,No,3, Ciudad Bolívar,Galicia,3059285332,3591,156
1925,280000000,137,6.0,3,,2, Bosa,El Cauce,0,4422,85
1926,160000000,60,3.0,2,No,2, Kennedy,Osorio II - San Ignacio Vereda El Tintal,0,8439,136
1927,270000000,157,5.0,3,Si,4, Kennedy,Osorio II - La Magdalena Ciudad Tintal,0,8439,136
1928,310000000,72,10.0,6,No,2, Ciudad Bolívar,Rincón De Galicia,0,3591,156
1929,97000000,49,2.0,1,No,2, Bosa,El Toche,0,4422,85
1930,120000000,40,2.0,1,Si,2, Bosa,Osorio Diez,0,4422,85
1931,140000000,50,3.0,1,Si,3, Kennedy,Casablanca I,0,8439,136
1932,350000000,170,7.0,4,No,3, Kennedy,El Jordán I Y III,0,8439,136
1933,92000000,74,2.0,1,Si,2, Bosa,Parcela El Porvenir,3002817418,4422,85
1934,150000000,53,3.0,1,Si,3, Kennedy,Ciudad Kennedy Norte,0,8439,136
1935,750000000,87,3.0,2,,5, Teusaquillo,Ciudad Salitre Nororiental,0,3506,9
1936,93000000,52,3.0,1,,3, Santa Fé,Santa Inés,0,3255,36
1937,3747000000,405,4.0,4,,6, Chapinero,Los Rosales,0,5578,6
1938,100000000,58,3.0,2,Si,2, Santa Fé,Santa Inés,0,3255,36
1939,185000000,90,6.0,2,No,2, Santa Fé,Santa Inés,3233222174,3255,36
1940,180000000,40,1.0,1,No,3, Antonio Nariño,Santa Isabel V Sector,0,1788,11
1941,300000000,144,5.0,2,No,2, Santa Fé,Santa Inés,0,3255,36
1942,133000000,58,3.0,2,No,3, Santa Fé,Santa Inés,0,3255,36
1943,3600000000,400,2.0,4,,4, Santa Fé,San Diego,0,3255,36
1944,275000000,40,1.0,1,,4, Santa Fé,Las Nieves,3107954858,3255,36
1945,285000000,66,3.0,2,Si,3, Kennedy,Nueva Marsella I Sector,0,8439,136
1946,250000000,77,3.0,2,,3, Santa Fé,Las Nieves,0,3255,36
1947,405000000,68,3.0,2,,4, Chapinero,Juan XXIII,0,5578,6
1948,584000000,216,5.0,4,,3, Puente Aranda,Las Carabelas,0,3778,16
1949,263200000,30,1.0,1,,3, Santa Fé,La Alameda,0,3255,36
1950,132000000,120,6.0,2,No,2, Santa Fé,Santa Inés,0,3255,36
1951,412845557,64,1.0,1,,4, Chapinero,Sucre,0,5578,6
1952,650000000,56,1.0,1,,5, Chapinero,Porciúncula,3165279629,5578,6
1953,530000000,95,2.0,2,,6, Barrios Unidos,Urbanización Entre Ríos,0,2975,10
1954,387816000,68,3.0,2,,4, Fontibón,Parque Industrial,0,4739,21
1955,576263584,65,2.0,2,,5, Fontibón,La Esperanza Norte,0,4739,21
1956,870000000,370,5.0,3,,3, Puente Aranda,Milenta,3185324068,3778,16
1957,740000000,241,3.0,2,,3, Barrios Unidos,San Fernando Occidental,3204665203,2975,10
1958,262171279,28,1.0,1,,3, Santa Fé,Samper,0,3255,36
1959,550000000,123,3.0,3,,4, Barrios Unidos,José Joaquín Vargas,0,2975,10
1960,90000000,60,3.0,1,No,1, Santa Fé,Santa Inés,2843727,3255,36
1961,820000000,276,7.0,4,,4, Teusaquillo,Palermo,0,3506,9
1962,2000000000,529,8.0,7,,4, Teusaquillo,Las Américas,0,3506,9
1963,330000000,120,3.0,2,,3, Chapinero,Sucre,0,5578,6
1964,2450000000,247,3.0,3,,6, Chapinero,Bosque El Retiro I Sector,0,5578,6
1965,2700000000,1200,1.0,0,,4, Teusaquillo,Teusaquillo,0,3506,9
1966,220000000,49,3.0,1,Si,3, Los Mártires,El Progreso,0,2849,54
1967,439400000,80,3.0,2,,4, Barrios Unidos,Urbanización Mendiguaca,0,2975,10
1968,674227575,97,3.0,3,,4, Chapinero,Sucre,0,5578,6
1969,317159000,42,1.0,1,,4, Teusaquillo,Armenia,0,3506,9
1970,65000000,260,1.0,1,No,2, Santa Fé,Santa Inés,0,3255,36
1971,1379000000,87,2.0,3,,5, Chapinero,Antiguo Country,0,5578,6
1972,600000000,170,5.0,3,Si,3, Los Mártires,Santa Isabel,0,2849,54
1973,433640000,50,1.0,1,,5, Fontibón,La Esperanza Norte,0,4739,21
1974,299000000,25,1.0,1,,3, Candelaria,Centro Administrativo,0,665,6
1975,220000000,65,3.0,2,No,3, Antonio Nariño,Santa Isabel V Sector,0,1788,11
1976,125600000,58,3.0,2,,3, Los Mártires,Santa Isabel Veraguas,0,2849,54
1977,190000000,56,2.0,2,,4, Santa Fé,La Alameda,0,3255,36
1978,583554925,92,3.0,2,,4, Chapinero,Sucre,0,5578,6
1979,580000000,90,6.0,3,No,3, Los Mártires,La Pepita,0,2849,54
1980,2750000000,299,4.0,5,,6, Chapinero,Bellavista - Urbanización El Castillo,0,5578,6
1981,638369000,97,3.0,2,,4, Fontibón,Parque Industrial,0,4739,21
1982,125000000,25,1.0,1,,3, Los Mártires,Veraguas,0,2849,54
1983,530000000,600,4.0,3,Si,1, Santa Fé,Santa Inés,3015167496,3255,36
1984,270000000,147,3.0,3,Si,3, Los Mártires,Santa Isabel,0,2849,54
1985,150000000,70,3.0,1,No,2, Santa Fé,Santa Inés,0,3255,36
1986,155000000,2700,3.0,2,Si,2, Santa Fé,Santa Inés,0,3255,36
1987,480000000,44,1.0,2,,4, Santa Fé,San Martín,0,3255,36
1988,300000000,216,6.0,3,No,2, Los Mártires,El Vergel,0,2849,54
1989,42000000,25,1.0,1,Si,3, Los Mártires,Veraguas,0,2849,54
1990,700000000,614,5.0,2,,2, San Cristóbal,Buenos Aires,0,2365,48
1991,500000000,216,3.0,2,Si,3, Antonio Nariño,La Fragua,3107694655,1788,11
1992,980000000,172,3.0,3,,5, Chapinero,Cerros Del Castillo,0,5578,6
1993,287000000,41,1.0,1,,4, Teusaquillo,San Luís,0,3506,9
1994,205000000,34,2.0,1,No,3, Antonio Nariño,La Fragua,0,1788,11
1995,700000000,621,8.0,3,Si,3, Antonio Nariño,Luna Park,0,1788,11
1996,140000000,50,2.0,1,Si,3, San Cristóbal,Granada Sur III Sector,0,2365,48
1997,650000000,225,6.0,4,,2, Rafael Uribe Uribe,San José Sur,0,2805,69
1998,1248996520,733,,6,,3, Antonio Nariño,Restrepo Occidental,13203509888,1788,11
1999,215721600,30,1.0,1,,4, Teusaquillo,Armenia,0,3506,9
2000,263400000,33,1.0,1,,4, Puente Aranda,La Trinidad,3007599298,3778,16
2001,850000000,325,5.0,4,Si,3, Antonio Nariño,Ciudad Jardín Del Sur,0,1788,11
2002,140000000,46,2.0,1,No,2, San Cristóbal,Urbanización El Rincón De San Nicolás,0,2365,48
2003,300000000,200,4.0,3,No,3, Antonio Nariño,Luna Park,0,1788,11
2004,320000000,72,3.0,2,,3, Antonio Nariño,Santa Isabel Del Restrepo,0,1788,11
2005,243666090,29,1.0,1,,4, Teusaquillo,Armenia,0,3506,9
2006,534000000,66,2.0,2,,3, Santa Fé,Las Nieves,0,3255,36
2007,597984800,90,3.0,2,,5, Barrios Unidos,El Rosario,0,2975,10
